invoice_id,customer_id,invoice_date,amount_excluding_vat,vat_rate,total_with_vat
INV-001206,CUST-0123,2024-07-18,89.0,0.2,106.8
INV-001207,CUST-0123,2024-08-18,89.0,0.2,106.8
INV-001208,CUST-0123,2024-09-18,89.0,0.2,106.8
INV-001209,CUST-0123,2024-10-18,89.0,0.2,106.8
INV-001210,CUST-0123,2024-11-18,89.0,0.2,106.8
INV-001211,CUST-0123,2024-12-18,89.0,0.2,106.8
INV-001212,CUST-0123,2025-01-18,89.0,0.2,106.8
INV-001213,CUST-0123,2025-02-18,89.0,0.2,106.8
INV-001214,CUST-0123,2025-03-18,89.0,0.2,106.8
INV-001215,CUST-0123,2025-04-18,89.0,0.2,106.8
INV-001216,CUST-0123,2025-05-18,89.0,0.2,106.8
INV-001217,CUST-0123,2025-06-18,89.0,0.2,106.8
INV-001218,CUST-0123,2025-07-18,89.0,0.2,106.8
INV-001219,CUST-0123,2025-08-18,89.0,0.2,106.8
INV-001220,CUST-0123,2025-09-18,89.0,0.2,106.8
INV-001221,CUST-0123,2025-10-18,89.0,0.2,106.8
INV-001222,CUST-0123,2025-11-18,89.0,0.2,106.8
INV-001223,CUST-0123,2025-12-18,89.0,0.2,106.8
INV-001224,CUST-0124,03/22/2024,89.0,0.2,106.8
INV-001225,CUST-0124,22-04-2024,89.0,0.2,106.8
INV-001226,CUST-0124,2024-05-22,89.0,0.2,106.8
INV-001227,CUST-0124,2024-06-22,89.0,0.2,106.8
INV-001228,CUST-0124,2024-07-22,89.0,0.2,106.8
INV-001229,CUST-0124,2024-08-22,89.0,0.2,106.8
INV-001230,CUST-0124,22-09-2024,89.0,0.2,106.8
INV-001231,CUST-0124,2024-10-22,89.0,0.2,106.8
INV-001232,CUST-0124,2024-11-22,157.0,0.2,188.4
INV-001233,CUST-0124,2024-12-22,157.0,0.2,188.4
INV-001234,CUST-0124,2025-01-22,157.0,0.2,188.4
INV-001235,CUST-0124,2025-02-22,157.0,0.2,188.4
INV-001236,CUST-0124,2025-03-22,157.0,0.2,188.4
INV-001237,CUST-0124,2025-04-22,157.0,0.2,188.4
INV-001238,CUST-0124,05/22/2025,157.0,0.2,188.4
INV-001239,CUST-0124,2025-06-22,157.0,0.2,188.4
INV-001240,CUST-0124,2025-07-22,157.0,0.2,188.4
INV-001241,CUST-0124,2025-08-22,157.0,0.2,188.4
INV-001242,CUST-0124,2025-09-22,157.0,0.2,188.4
INV-001243,CUST-0124,2025-10-22,157.0,0.2,188.4
INV-001244,CUST-0124,2025-11-22,157.0,0.2,188.4
INV-001245,CUST-0124,2025-12-22,157.0,0.2,188.4
INV-001246,CUST-0125,2024-02-14,89.0,0.2,106.8
INV-001247,CUST-0125,2024-03-14,89.0,0.2,106.8
INV-001248,CUST-0125,2024-04-14,89.0,0.2,106.8
INV-001249,CUST-0125,2024-05-14,89.0,0.2,106.8
INV-001250,CUST-0125,2024-06-14,89.0,0.2,106.8
INV-001251,CUST-0125,2024-07-14,89.0,0.2,106.8
INV-001252,CUST-0125,2024-08-14,89.0,0.2,106.8
INV-001253,CUST-0125,2024-09-14,89.0,0.2,106.8
INV-001254,CUST-0125,2024-10-14,89.0,0.2,106.8
INV-001255,CUST-0125,2024-11-14,89.0,0.2,106.8
INV-001256,CUST-0125,2024-12-14,89.0,0.2,106.8
INV-001257,CUST-0125,2025-01-14,89.0,0.2,106.8
INV-001258,CUST-0125,2025-02-14,111.0,0.2,133.2
INV-001259,CUST-0125,2025-03-14,111.0,0.2,133.2
INV-001260,CUST-0125,2025-04-14,111.0,0.2,133.2
INV-001261,CUST-0125,2025-05-14,111.0,0.2,133.2
INV-001262,CUST-0125,2025-06-14,111.0,0.2,133.2
INV-001263,CUST-0125,2025-07-14,111.0,0.2,133.2
INV-001264,CUST-0125,2025-08-14,111.0,0.2,133.2
INV-001265,CUST-0125,2025-09-14,111.0,0.2,133.2
INV-001266,CUST-0125,2025-10-14,111.0,0.2,133.2
INV-001267,CUST-0125,2025-11-14,111.0,0.2,133.2
INV-001268,CUST-0125,2025-12-14,111.0,0.2,133.2
INV-001269,CUST-0126,2024-04-17 00:00:00,89.0,0.0,89.0
INV-001270,CUST-0126,2024-05-17,89.0,0.0,89.0
INV-001271,CUST-0126,2024-06-17,89.0,0.0,89.0
INV-001272,CUST-0126,2024-07-17,89.0,0.0,89.0
INV-001273,CUST-0126,2024-08-17,89.0,0.0,89.0
INV-001274,CUST-0126,2024-09-17,89.0,0.0,89.0
INV-001275,CUST-0126,2024-10-17,130.0,0.0,130.0
INV-001276,CUST-0126,2024-11-17,130.0,0.0,130.0
INV-001277,CUST-0126,2024-12-17,130.0,0.0,130.0
INV-001278,CUST-0126,2025-01-17,130.0,0.0,130.0
INV-001279,CUST-0126,2025-02-17,130.0,0.0,130.0
INV-001280,CUST-0126,2025-03-17,130.0,0.0,130.0
INV-001281,CUST-0126,2025-04-17,130.0,0.0,130.0
INV-001282,CUST-0126,2025-05-17,130.0,0.0,130.0
INV-001283,CUST-0126,06/17/2025,130.0,0.0,130.0
INV-001284,CUST-0126,2025-07-17,130.0,0.0,130.0
INV-001285,CUST-0126,08/17/2025,130.0,0.0,130.0
INV-001286,CUST-0126,2025-09-17,130.0,0.0,130.0
INV-001287,CUST-0126,2025-10-17,130.0,0.0,130.0
INV-001288,CUST-0126,2025-11-17,130.0,0.0,130.0
INV-001289,CUST-0126,2025-12-17,130.0,0.0,130.0
INV-001290,CUST-0127,18-05-2024,89.0,0.2,106.8
INV-001291,CUST-0127,2024-06-18,89.0,0.2,106.8
INV-001292,CUST-0127,2024-07-18,89.0,0.2,106.8
INV-001293,CUST-0127,2024-08-18,89.0,0.2,106.8
INV-001294,CUST-0127,2024-09-18,89.0,0.2,106.8
INV-001295,CUST-0127,2024-10-18,89.0,0.2,106.8
INV-001296,CUST-0127,2024-11-18,89.0,0.2,106.8
INV-001297,CUST-0127,2024-12-18,89.0,0.2,106.8
INV-001298,CUST-0127,2025-01-18,89.0,0.2,106.8
INV-001299,CUST-0127,2025-02-18,89.0,0.2,106.8
INV-001300,CUST-0127,2025-03-18,89.0,0.2,106.8
INV-001301,CUST-0127,2025-04-18,89.0,0.2,106.8
INV-001302,CUST-0127,2025-05-18,89.0,0.2,106.8
INV-001303,CUST-0127,2025-06-18,89.0,0.2,106.8
INV-001304,CUST-0127,2025-07-18,89.0,0.2,106.8
INV-001305,CUST-0127,2025-08-18,89.0,0.2,106.8
INV-001306,CUST-0127,2025-09-18 00:00:00,89.0,0.2,106.8
INV-001307,CUST-0127,2025-10-18,89.0,0.2,106.8
INV-001308,CUST-0127,2025-11-18,89.0,0.2,106.8
INV-001309,CUST-0127,2025-12-18 00:00:00,89.0,0.2,106.8
INV-001310,CUST-0128,2025-05-05,89.0,0.0,89.0
INV-001311,CUST-0128,2025-06-05,89.0,0.0,89.0
INV-001312,CUST-0128,2025-07-05 00:00:00,89.0,0.0,89.0
INV-001313,CUST-0128,2025-08-05,89.0,0.0,89.0
INV-001314,CUST-0128,2025-09-05,141.0,0.0,141.0
INV-001315,CUST-0128,2025-10-05,141.0,0.0,141.0
INV-001316,CUST-0128,2025-11-05,141.0,0.0,141.0
INV-001317,CUST-0128,2025-12-05,141.0,0.0,141.0
INV-001318,CUST-0129,2025-05-19,89.0,0.2,106.8
INV-001319,CUST-0129,2025-06-19,89.0,0.2,106.8
INV-001320,CUST-0129,2025-07-19,89.0,0.2,106.8
INV-001321,CUST-0129,19-08-2025,89.0,0.2,106.8
INV-001322,CUST-0129,2025-09-19,89.0,0.2,106.8
INV-001323,CUST-0129,2025-10-19,89.0,0.2,106.8
INV-001324,CUST-0129,2025-11-19 00:00:00,89.0,0.2,106.8
INV-001325,CUST-0129,2025-12-19,89.0,0.2,106.8
INV-001326,CUST-0130,2025-01-06,89.0,0.2,106.8
INV-001327,CUST-0130,2025-02-06 00:00:00,89.0,0.2,106.8
INV-001328,CUST-0130,2025-03-06,89.0,0.2,106.8
INV-001329,CUST-0130,2025-04-06,89.0,0.2,106.8
INV-001330,CUST-0130,2025-05-06,130.0,0.2,156.0
INV-001331,CUST-0130,2025-06-06,179.0,0.2,214.8
INV-001332,CUST-0130,2025-07-06,179.0,0.2,214.8
INV-001333,CUST-0130,2025-08-06,179.0,0.2,214.8
INV-001334,CUST-0130,2025-09-06,179.0,0.2,214.8
INV-001335,CUST-0130,2025-10-06,179.0,0.2,214.8
INV-001336,CUST-0130,2025-11-06,179.0,0.2,214.8
INV-001337,CUST-0130,2025-12-06,179.0,0.2,214.8
INV-001338,CUST-0131,2024-08-24,89.0,0.2,106.8
INV-001339,CUST-0131,2024-09-24,89.0,0.2,106.8
INV-001340,CUST-0131,24-10-2024,89.0,0.2,106.8
INV-001341,CUST-0131,2024-11-24,89.0,0.2,106.8
INV-001342,CUST-0131,2024-12-24,89.0,0.2,106.8
INV-001343,CUST-0131,2025-01-24,89.0,0.2,106.8
INV-001344,CUST-0131,2025-02-24,89.0,0.2,106.8
INV-001345,CUST-0131,2025-03-24,89.0,0.2,106.8
INV-001346,CUST-0131,2025-04-24,89.0,0.2,106.8
INV-001347,CUST-0131,2025-05-24,89.0,0.2,106.8
INV-001348,CUST-0131,06/24/2025,89.0,0.2,106.8
INV-001349,CUST-0131,2025-07-24 00:00:00,89.0,0.2,106.8
INV-001350,CUST-0131,2025-08-24,89.0,0.2,106.8
INV-001351,CUST-0131,2025-09-24,89.0,0.2,106.8
INV-001352,CUST-0131,2025-10-24,89.0,0.2,106.8
INV-001353,CUST-0131,2025-11-24,130.0,0.2,156.0
INV-001354,CUST-0131,2025-12-24,168.0,0.2,201.6
INV-001355,CUST-0132,2025-08-13 00:00:00,89.0,0.2,106.8
INV-001356,CUST-0133,2025-06-10,89.0,0.2,106.8
INV-001357,CUST-0133,2025-07-10,89.0,0.2,106.8
INV-001358,CUST-0133,2025-08-10,89.0,0.2,106.8
INV-001359,CUST-0134,2024-01-24,89.0,0.2,106.8
INV-001360,CUST-0134,2024-02-24,89.0,0.2,106.8
INV-001361,CUST-0134,2024-03-24,89.0,0.2,106.8
INV-001362,CUST-0134,2024-04-24,89.0,0.2,106.8
INV-001363,CUST-0134,2024-05-24,89.0,0.2,106.8
INV-001364,CUST-0134,2024-06-24,89.0,0.2,106.8
INV-001365,CUST-0134,24-07-2024,89.0,0.2,106.8
INV-001366,CUST-0134,2024-08-24,89.0,0.2,106.8
INV-001367,CUST-0134,2024-09-24,89.0,0.2,106.8
INV-001368,CUST-0134,2024-10-24,89.0,0.2,106.8
INV-001369,CUST-0134,2024-11-24 00:00:00,89.0,0.2,106.8
INV-001370,CUST-0134,2024-12-24,89.0,0.2,106.8
INV-001371,CUST-0134,2025-01-24,89.0,0.2,106.8
INV-001372,CUST-0134,2025-02-24,89.0,0.2,106.8
INV-001373,CUST-0134,2025-03-24,89.0,0.2,106.8
INV-001374,CUST-0134,2025-04-24,89.0,0.2,106.8
INV-001375,CUST-0134,2025-05-24,89.0,0.2,106.8
INV-001376,CUST-0134,2025-06-24,89.0,0.2,106.8
INV-001377,CUST-0134,2025-07-24,89.0,0.2,106.8
INV-001378,CUST-0134,2025-08-24,89.0,0.2,106.8
INV-001379,CUST-0134,24-09-2025,89.0,0.2,106.8
INV-001380,CUST-0135,2025-08-22,125.0,0.19,148.75
INV-001381,CUST-0135,2025-09-22,125.0,0.19,148.75
INV-001382,CUST-0135,2025-10-22,125.0,0.19,148.75
INV-001383,CUST-0135,2025-11-22,175.0,0.19,208.25
INV-001384,CUST-0135,2025-12-22,175.0,0.19,208.25
INV-001385,CUST-0136,2025-09-01,125.0,0.19,148.75
INV-001386,CUST-0136,2025-10-01,125.0,0.19,148.75
INV-001387,CUST-0136,2025-11-01,161.0,0.19,191.59
INV-001388,CUST-0136,2025-12-01,161.0,0.19,191.59
INV-001389,CUST-0137,2024-03-24,89.0,0.2,106.8
INV-001390,CUST-0137,2024-04-24,89.0,0.2,106.8
INV-001391,CUST-0137,2024-05-24,89.0,0.2,106.8
INV-001392,CUST-0137,2024-06-24,89.0,0.2,106.8
INV-001393,CUST-0137,2024-07-24,89.0,0.2,106.8
INV-001394,CUST-0137,2024-08-24,89.0,0.2,106.8
INV-001395,CUST-0137,2024-09-24,89.0,0.2,106.8
INV-001396,CUST-0137,2024-10-24,89.0,0.2,106.8
INV-001397,CUST-0137,2024-11-24,89.0,0.2,106.8
INV-001398,CUST-0137,2024-12-24,89.0,0.2,106.8
INV-001399,CUST-0137,2025-01-24,89.0,0.2,106.8
INV-001400,CUST-0137,2025-02-24,89.0,0.2,106.8
INV-001401,CUST-0137,2025-03-24,89.0,0.2,106.8
INV-001402,CUST-0137,2025-04-24,89.0,0.2,106.8
INV-001403,CUST-0137,2025-05-24,89.0,0.2,106.8
INV-001404,CUST-0137,2025-06-24,89.0,0.2,106.8
INV-001405,CUST-0137,2025-07-24,89.0,0.2,106.8
INV-001406,CUST-0137,2025-08-24,126.0,0.2,151.2
INV-001407,CUST-0137,09/24/2025,126.0,0.2,151.2
INV-001408,CUST-0137,2025-10-24,126.0,0.2,151.2
INV-001409,CUST-0137,2025-11-24,126.0,0.2,151.2
INV-001410,CUST-0137,2025-12-24,126.0,0.2,151.2
INV-001411,CUST-0138,2025-05-26,89.0,0.0,89.0
INV-001412,CUST-0138,2025-06-26,89.0,0.0,89.0
INV-001413,CUST-0138,2025-07-26,89.0,0.0,89.0
INV-001414,CUST-0138,2025-08-26,89.0,0.0,89.0
INV-001415,CUST-0138,2025-09-26,89.0,0.0,89.0
INV-001416,CUST-0138,2025-10-26,145.0,0.0,145.0
INV-001417,CUST-0138,2025-11-26,145.0,0.0,145.0
INV-001418,CUST-0139,05/31/2025,89.0,0.2,106.8
INV-001419,CUST-0139,2025-06-30,89.0,0.2,106.8
INV-001420,CUST-0139,2025-07-31,89.0,0.2,106.8
INV-001421,CUST-0139,2025-08-31,89.0,0.2,106.8
INV-001422,CUST-0140,2025-09-29,125.0,0.0,125.0
INV-001423,CUST-0140,2025-10-29,125.0,0.0,125.0
INV-001424,CUST-0140,2025-11-29,125.0,0.0,125.0
INV-001425,CUST-0140,2025-12-29,125.0,0.0,125.0
INV-001426,CUST-0141,2025-06-14,89.0,0.0,89.0
INV-001427,CUST-0141,2025-07-14,89.0,0.0,89.0
INV-001428,CUST-0141,2025-08-14,89.0,0.0,89.0
INV-001429,CUST-0141,2025-09-14,134.0,0.0,134.0
INV-001430,CUST-0141,2025-10-14,173.0,0.0,173.0
INV-001431,CUST-0141,2025-11-14,173.0,0.0,173.0
INV-001432,CUST-0141,2025-12-14,173.0,0.0,173.0
INV-001433,CUST-0142,2025-01-05,89.0,0.0,89.0
INV-001434,CUST-0142,2025-02-05,89.0,0.0,89.0
INV-001435,CUST-0142,2025-03-05,89.0,0.0,89.0
INV-001436,CUST-0142,2025-04-05,89.0,0.0,89.0
INV-001437,CUST-0142,2025-05-05,89.0,0.0,89.0
INV-001438,CUST-0142,2025-06-05,89.0,0.0,89.0
INV-001439,CUST-0142,2025-07-05,89.0,0.0,89.0
INV-001440,CUST-0142,2025-08-05,89.0,0.0,89.0
INV-001441,CUST-0142,2025-09-05,89.0,0.0,89.0
INV-001442,CUST-0142,2025-10-05 00:00:00,148.0,0.0,148.0
INV-001443,CUST-0142,2025-11-05,148.0,0.0,148.0
INV-001444,CUST-0142,2025-12-05,148.0,0.0,148.0
INV-001445,CUST-0143,2024-06-21,89.0,0.2,106.8
INV-001446,CUST-0143,2024-07-21,89.0,0.2,106.8
INV-001447,CUST-0143,2024-08-21,89.0,0.2,106.8
INV-001448,CUST-0143,2024-09-21,89.0,0.2,106.8
INV-001449,CUST-0143,2024-10-21,89.0,0.2,106.8
INV-001450,CUST-0143,2024-11-21,89.0,0.2,106.8
INV-001451,CUST-0143,2024-12-21,89.0,0.2,106.8
INV-001452,CUST-0143,2025-01-21,89.0,0.2,106.8
INV-001453,CUST-0143,2025-02-21,89.0,0.2,106.8
INV-001454,CUST-0143,2025-03-21,89.0,0.2,106.8
INV-001455,CUST-0143,2025-04-21,89.0,0.2,106.8
INV-001456,CUST-0143,2025-05-21,89.0,0.2,106.8
INV-001457,CUST-0143,21-06-2025,89.0,0.2,106.8
INV-001458,CUST-0143,2025-07-21,89.0,0.2,106.8
INV-001459,CUST-0143,2025-08-21,89.0,0.2,106.8
INV-001460,CUST-0143,2025-09-21,89.0,0.2,106.8
INV-001461,CUST-0143,2025-10-21,89.0,0.2,106.8
INV-001462,CUST-0143,2025-11-21,89.0,0.2,106.8
INV-001463,CUST-0143,2025-12-21,89.0,0.2,106.8
INV-001464,CUST-0144,2024-04-08,89.0,0.19,105.91
INV-001465,CUST-0144,2024-05-08,89.0,0.19,105.91
INV-001466,CUST-0144,2024-06-08,89.0,0.19,105.91
INV-001467,CUST-0144,07/08/2024,89.0,0.19,105.91
INV-001468,CUST-0144,2024-08-08,89.0,0.19,105.91
INV-001469,CUST-0144,2024-09-08,89.0,0.19,105.91
INV-001470,CUST-0144,2024-10-08,89.0,0.19,105.91
INV-001471,CUST-0144,2024-11-08,89.0,0.19,105.91
INV-001472,CUST-0144,2024-12-08,89.0,0.19,105.91
INV-001473,CUST-0144,2025-01-08,89.0,0.19,105.91
INV-001474,CUST-0144,2025-02-08,89.0,0.19,105.91
INV-001475,CUST-0144,2025-03-08,89.0,0.19,105.91
INV-001476,CUST-0144,2025-04-08,51.0,0.19,60.69
INV-001477,CUST-0144,2025-05-08,51.0,0.19,60.69
INV-001478,CUST-0144,2025-06-08,51.0,0.19,60.69
INV-001479,CUST-0144,07/08/2025,51.0,0.19,60.69
INV-001480,CUST-0144,08/08/2025,51.0,0.19,60.69
INV-001481,CUST-0144,2025-09-08,51.0,0.19,60.69
INV-001482,CUST-0144,2025-10-08,51.0,0.19,60.69
INV-001483,CUST-0144,2025-11-08,80.0,0.19,95.2
INV-001484,CUST-0144,2025-12-08,80.0,0.19,95.2
INV-001485,CUST-0145,2025-12-10,125.0,0.2,150.0
INV-001486,CUST-0146,28-07-2025,89.0,0.2,106.8
INV-001487,CUST-0146,2025-08-28,89.0,0.2,106.8
INV-001488,CUST-0146,2025-09-28,89.0,0.2,106.8
INV-001489,CUST-0146,2025-10-28,147.0,0.2,176.4
INV-001490,CUST-0146,2025-11-28,147.0,0.2,176.4
INV-001491,CUST-0146,2025-12-28,147.0,0.2,176.4
INV-001492,CUST-0147,2024-06-25,89.0,0.19,105.91
INV-001493,CUST-0147,2024-07-25,89.0,0.19,105.91
INV-001494,CUST-0147,2024-08-25,89.0,0.19,105.91
INV-001495,CUST-0147,2024-09-25,89.0,0.19,105.91
INV-001496,CUST-0147,2024-10-25,89.0,0.19,105.91
INV-001497,CUST-0147,2024-11-25,89.0,0.19,105.91
INV-001498,CUST-0147,2024-12-25,89.0,0.19,105.91
INV-001499,CUST-0147,2025-01-25,89.0,0.19,105.91
INV-001500,CUST-0147,2025-02-25,89.0,0.19,105.91
INV-001501,CUST-0147,2025-03-25,89.0,0.19,105.91
INV-001502,CUST-0147,2025-04-25,89.0,0.19,105.91
INV-001503,CUST-0147,2025-05-25,132.0,0.19,157.08
INV-001504,CUST-0147,2025-06-25,132.0,0.19,157.08
INV-001505,CUST-0147,2025-07-25,132.0,0.19,157.08
INV-001506,CUST-0147,2025-08-25,132.0,0.19,157.08
INV-001507,CUST-0147,2025-09-25,132.0,0.19,157.08
INV-001508,CUST-0148,2024-05-17,89.0,0.2,106.8
INV-001509,CUST-0148,2024-06-17,89.0,0.2,106.8
INV-001510,CUST-0148,2024-07-17,89.0,0.2,106.8
INV-001511,CUST-0148,2024-08-17,89.0,0.2,106.8
INV-001512,CUST-0148,2024-09-17,89.0,0.2,106.8
INV-001513,CUST-0148,2024-10-17,89.0,0.2,106.8
INV-001514,CUST-0148,2024-11-17,89.0,0.2,106.8
INV-001515,CUST-0148,2024-12-17,119.0,0.2,142.8
INV-001516,CUST-0148,2025-01-17,119.0,0.2,142.8
INV-001517,CUST-0148,2025-02-17,119.0,0.2,142.8
INV-001518,CUST-0148,2025-03-17,119.0,0.2,142.8
INV-001519,CUST-0148,2025-04-17,119.0,0.2,142.8
INV-001520,CUST-0148,17-05-2025,119.0,0.2,142.8
INV-001521,CUST-0148,2025-06-17,119.0,0.2,142.8
INV-001522,CUST-0148,2025-07-17,119.0,0.2,142.8
INV-001523,CUST-0148,2025-08-17,119.0,0.2,142.8
INV-001524,CUST-0148,2025-09-17,119.0,0.2,142.8
INV-001525,CUST-0148,2025-10-17,119.0,0.2,142.8
INV-001526,CUST-0148,2025-11-17,119.0,0.2,142.8
INV-001527,CUST-0148,2025-12-17,151.0,0.2,181.2
INV-001528,CUST-0149,2024-03-12,89.0,0.0,89.0
INV-001529,CUST-0149,2024-04-12,89.0,0.0,89.0
INV-001530,CUST-0149,2024-05-12,89.0,0.0,89.0
INV-001531,CUST-0149,2024-06-12,89.0,0.0,89.0
INV-001532,CUST-0149,2024-07-12,89.0,0.0,89.0
INV-001533,CUST-0149,2024-08-12,89.0,0.0,89.0
INV-001534,CUST-0149,2024-09-12,89.0,0.0,89.0
INV-001535,CUST-0149,2024-10-12,89.0,0.0,89.0
INV-001536,CUST-0149,2024-11-12,89.0,0.0,89.0
INV-001537,CUST-0149,2024-12-12,146.0,0.0,146.0
INV-001538,CUST-0149,2025-01-12,146.0,0.0,146.0
INV-001539,CUST-0149,12-02-2025,146.0,0.0,146.0
INV-001540,CUST-0149,2025-03-12,146.0,0.0,146.0
INV-001541,CUST-0149,2025-04-12,146.0,0.0,146.0
INV-001542,CUST-0149,2025-05-12,146.0,0.0,146.0
INV-001543,CUST-0149,2025-06-12,146.0,0.0,146.0
INV-001544,CUST-0149,2025-07-12,146.0,0.0,146.0
INV-001545,CUST-0149,2025-08-12,146.0,0.0,146.0
INV-001546,CUST-0149,2025-09-12,146.0,0.0,146.0
INV-001547,CUST-0149,2025-10-12,146.0,0.0,146.0
INV-001548,CUST-0149,2025-11-12,146.0,0.0,146.0
INV-001549,CUST-0149,2025-12-12,146.0,0.0,146.0
INV-001550,CUST-0150,2025-01-18,89.0,0.2,106.8
INV-001551,CUST-0150,2025-02-18,89.0,0.2,106.8
INV-001552,CUST-0150,2025-03-18,89.0,0.2,106.8
INV-001553,CUST-0150,2025-04-18,89.0,0.2,106.8
INV-001554,CUST-0150,2025-05-18,89.0,0.2,106.8
INV-001555,CUST-0150,2025-06-18,89.0,0.2,106.8
INV-001556,CUST-0150,2025-07-18,89.0,0.2,106.8
INV-001557,CUST-0150,2025-08-18,89.0,0.2,106.8
INV-001558,CUST-0150,2025-09-18,89.0,0.2,106.8
INV-001559,CUST-0150,2025-10-18,89.0,0.2,106.8
INV-001560,CUST-0150,2025-11-18,89.0,0.2,106.8
INV-001561,CUST-0150,2025-12-18,89.0,0.2,106.8
INV-001562,CUST-0151,2025-06-03,89.0,0.19,105.91
INV-001563,CUST-0151,2025-07-03,89.0,0.19,105.91
INV-001564,CUST-0151,2025-08-03,89.0,0.19,105.91
INV-001565,CUST-0151,2025-09-03,89.0,0.19,105.91
INV-001566,CUST-0151,2025-10-03,89.0,0.19,105.91
INV-001567,CUST-0151,2025-11-03,89.0,0.19,105.91
INV-001568,CUST-0151,2025-12-03,89.0,0.19,105.91
INV-001569,CUST-0152,2024-11-07,89.0,0.19,105.91
INV-001570,CUST-0152,2024-12-07,89.0,0.19,105.91
INV-001571,CUST-0152,2025-01-07,89.0,0.19,105.91
INV-001572,CUST-0152,07-02-2025,89.0,0.19,105.91
INV-001573,CUST-0152,2025-03-07,89.0,0.19,105.91
INV-001574,CUST-0152,2025-04-07 00:00:00,89.0,0.19,105.91
INV-001575,CUST-0152,07-05-2025,89.0,0.19,105.91
INV-001576,CUST-0152,07-06-2025,89.0,0.19,105.91
INV-001577,CUST-0152,2025-07-07,89.0,0.19,105.91
INV-001578,CUST-0152,2025-08-07,89.0,0.19,105.91
INV-001579,CUST-0152,2025-09-07,89.0,0.19,105.91
INV-001580,CUST-0152,2025-10-07,89.0,0.19,105.91
INV-001581,CUST-0152,2025-11-07,89.0,0.19,105.91
INV-001582,CUST-0152,2025-12-07,89.0,0.19,105.91
INV-001583,CUST-0153,2025-06-26,89.0,0.2,106.8
INV-001584,CUST-0153,2025-07-26,89.0,0.2,106.8
INV-001585,CUST-0153,2025-08-26,89.0,0.2,106.8
INV-001586,CUST-0153,2025-09-26 00:00:00,141.0,0.2,169.2
INV-001587,CUST-0153,2025-10-26,141.0,0.2,169.2
INV-001588,CUST-0153,26-11-2025,141.0,0.2,169.2
INV-001589,CUST-0153,2025-12-26,141.0,0.2,169.2
INV-001590,CUST-0154,2025-02-15,89.0,0.2,106.8
INV-001591,CUST-0154,2025-03-15,89.0,0.2,106.8
INV-001592,CUST-0154,2025-04-15 00:00:00,89.0,0.2,106.8
INV-001593,CUST-0154,2025-05-15,89.0,0.2,106.8
INV-001594,CUST-0155,2025-01-21,89.0,0.19,105.91
INV-001595,CUST-0155,2025-02-21,89.0,0.19,105.91
INV-001596,CUST-0155,2025-03-21,89.0,0.19,105.91
INV-001597,CUST-0155,2025-04-21,89.0,0.19,105.91
INV-001598,CUST-0155,2025-05-21,89.0,0.19,105.91
INV-001599,CUST-0155,06/21/2025,89.0,0.19,105.91
INV-001600,CUST-0155,2025-07-21,89.0,0.19,105.91
INV-001601,CUST-0155,2025-08-21,89.0,0.19,105.91
INV-001602,CUST-0155,2025-09-21,89.0,0.19,105.91
INV-001603,CUST-0155,2025-10-21,89.0,0.19,105.91
INV-001604,CUST-0155,2025-11-21,89.0,0.19,105.91
INV-001605,CUST-0155,2025-12-21,89.0,0.19,105.91
INV-001606,CUST-0156,2025-06-05,89.0,0.2,106.8
INV-001607,CUST-0156,2025-07-05,89.0,0.2,106.8
INV-001608,CUST-0156,2025-08-05,89.0,0.2,106.8
INV-001609,CUST-0156,09/05/2025,89.0,0.2,106.8
INV-001610,CUST-0156,2025-10-05,89.0,0.2,106.8
INV-001611,CUST-0156,2025-11-05,89.0,0.2,106.8
INV-001612,CUST-0156,2025-12-05,89.0,0.2,106.8
INV-001613,CUST-0157,2025-10-26,125.0,0.0,125.0
INV-001614,CUST-0157,2025-11-26,125.0,0.0,125.0
INV-001615,CUST-0157,2025-12-26,125.0,0.0,125.0
INV-001616,CUST-0158,2024-02-22,89.0,0.0,89.0
INV-001617,CUST-0158,2024-03-22,89.0,0.0,89.0
INV-001618,CUST-0158,2024-04-22,89.0,0.0,89.0
INV-001619,CUST-0158,2024-05-22,89.0,0.0,89.0
INV-001620,CUST-0158,2024-06-22,89.0,0.0,89.0
INV-001621,CUST-0158,2024-07-22,89.0,0.0,89.0
INV-001622,CUST-0158,2024-08-22,89.0,0.0,89.0
INV-001623,CUST-0158,2024-09-22,109.0,0.0,109.0
INV-001624,CUST-0158,2024-10-22,109.0,0.0,109.0
INV-001625,CUST-0158,2024-11-22,109.0,0.0,109.0
INV-001626,CUST-0158,2024-12-22,109.0,0.0,109.0
INV-001627,CUST-0158,2025-01-22,109.0,0.0,109.0
INV-001628,CUST-0158,2025-02-22,109.0,0.0,109.0
INV-001629,CUST-0158,2025-03-22,109.0,0.0,109.0
INV-001630,CUST-0158,2025-04-22,109.0,0.0,109.0
INV-001631,CUST-0158,22-05-2025,109.0,0.0,109.0
INV-001632,CUST-0158,2025-06-22,109.0,0.0,109.0
INV-001633,CUST-0158,2025-07-22,109.0,0.0,109.0
INV-001634,CUST-0158,2025-08-22,109.0,0.0,109.0
INV-001635,CUST-0158,2025-09-22,109.0,0.0,109.0
INV-001636,CUST-0159,2025-02-20,89.0,0.0,89.0
INV-001637,CUST-0159,2025-03-20,89.0,0.0,89.0
INV-001638,CUST-0159,2025-04-20,89.0,0.0,89.0
